"ID","Area","Feature","User Story","Expected Behavior","Entry Point","Key Files","Priority","Status","Test Method","Test Result","Errors/Bugs Found","Severity","Fix Status","Notes"
"PLAY-07","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Shuffle toggle (playback mode)","As a listener, I want to toggle shuffle so that the next track is chosen randomly.","toggleShuffle() flips shuffleEnabled and, when SettingsManager.rememberPlaybackSettings is on, persists it to UserDefaults (playerShuffleEnabled). When on, next() picks a random queue index instead of advancing sequentially. The shuffle button tints red (active) vs primary, with accessibility value On/Off. Restored at launch only if rememberPlaybackSettings is enabled. Fires HapticService.toggle().","Shuffle button in PlayerBar and MenuBarPlayerView transport; Playback menu (Shuffle On/Off, shortcut)","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MenuBarPlayerView.swift","P1","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F001(medium): Shuffle Next can replay the current track and never reach some songs (random index includes current index)","medium","Fixed (merged)","Distinct from shuffleQueue() which one-time shuffles the queue array."
"PLAY-08","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Repeat mode cycling","As a listener, I want to cycle repeat off/all/one so that playback loops the way I want.","cycleRepeatMode() rotates off -> all -> one -> off and (when rememberPlaybackSettings is on) persists the string to UserDefaults (playerRepeatMode), restored at launch with an unknown-value guard defaulting to off. The repeat button shows repeat (off/all) or repeat.1 (one), tinted red when not off, with accessibility value Off/All/One. Repeat-all wraps next() to index 0 at the end; repeat-one replays the current queue song on natural track end (handled in WebQueueSync, with in-place restart when aligned and forced full-page reload fallbacks for YouTube autoplay drift). Fires HapticService.toggle().","Repeat button in PlayerBar and MenuBarPlayerView; Playback menu (cycle repeat shortcut)","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+WebQueueSync.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Repeat-one safety net throttles bursty WebView metadata to 450ms to avoid replay storms."
"PLAY-09","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Like / unlike current track","As a listener, I want to thumbs-up the playing track so that it influences recommendations and my likes.","likeCurrentTrack() toggles: if already .like it sets .indifferent (removes the like), else .like. It optimistically updates currentTrackLikeStatus, then delegates to SongLikeStatusManager.like/unlike with the active account ID and the YTMusicClient, and applies the returned final status only if the active account and current videoId are unchanged. The like button shows hand.thumbsup.fill (red, bounce effect) when liked vs hand.thumbsup; disabled when no currentTrack. updateLikeStatus() from the WebView never overrides a cached SongLikeStatusManager value (WebView often reports INDIFFERENT defaults).","Like button in PlayerBar, MenuBarPlayerView footer, CompactPlayerActionRow, NowPlayingFocusActions","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Library.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Player surfaces expose Like only; dislike exists in the service (dislikeCurrentTrack) but is not surfaced here."
"PLAY-10","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Play a song / play a queue (entry into playback)","As a listener, I want to start a song or a list of songs so that playback begins from a chosen point.","play(song:) sets state=.loading, sets currentTrack, marks isKasetInitiatedPlayback=true (to detect/correct YouTube autoplay override), seeds feedback tokens/library/like status from the song and the SongLikeStatusManager cache, sets pendingPlayVideoId, and only auto-loads the video into the WebView if hasUserInteractedThisSession is true (first playback stays hidden until confirmed). Missing feedback tokens trigger a background fetchSongMetadata. play(videoId:) builds a Loading... placeholder track and fetches metadata. playQueue(_:startingAt:) records undo, clamps the start index, clears mixContinuationToken, and plays the start song; playFromQueue(at:) plays an arbitrary queue index and fetches more mix songs if near the end.","Song rows / play buttons across the app, queue rows (MenuBarQueueRow onPlay -> playFromQueue), restored-session resume","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Queue.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","webLoadStrategy controls duplicate-videoId handling (in-place restart vs forced full page load)."
"PLAY-11","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Radio & infinite mix queues","As a listener, I want radio and infinite mixes so that music keeps playing endlessly from a seed.","playWithRadio(song:) starts a one-song queue, plays it, then fetches a radio queue and reorders so the current song is at the front (deduping the seed). playWithMix(playlistId:startVideoId:) fetches a mix queue, stores a continuationToken, shuffles the returned songs for variety, sets the queue, and plays the first. fetchMoreMixSongsIfNeeded() runs when within 10 songs of the end (and not already fetching, and a token exists), fetching a continuation, filtering out videoIds already in the queue (dedup), appending new songs as a new array (to trigger @Observable), updating the token, and persisting. Failures are logged and leave the queue intact. next()/playFromQueue trigger the top-up.","Radio / Mix actions elsewhere in app; automatic top-up when nearing queue end","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Queue.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Mix continuation is cleared whenever a non-mix queue (playQueue/radio) or manual clear replaces it."
"PLAY-12","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Queue undo / redo and edit operations","As a listener, I want to undo queue changes and edit the queue so that mistakes are recoverable.","Queue-mutating operations (playQueue, radio, mix, clear, insertNext, remove, reorder, shuffle, append) call recordQueueStateForUndo() first, capturing (queue,currentIndex) into a history capped at 10 and clearing redo. undoQueue()/redoQueue() pop the respective history, clamp currentIndex, persist, and clear the forward-skip stack; canUndoQueue/canRedoQueue gate availability. insertNextInQueue inserts after the current track; removeFromQueue(videoIds:) deletes matches and re-resolves currentIndex to the current track (or clamps); reorderQueue (IndexSet or videoIds) refuses to move/displace the current track and re-resolves its index; shuffleQueue keeps the current track at the front; appendToQueue adds to the end. All persist via saveQueueForPersistence and clear the forward-skip stack (except undo/redo which preserve their own).","Queue panel context menus / drag-and-drop / clear buttons (QueueView, QueueSidePanelView); service API","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Queue.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Undo history is in-memory only (not persisted across launches)."
"PLAY-13","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Queue panel vs lyrics panel (mutual exclusivity & display mode)","As a listener, I want to open the queue or lyrics so that I can review upcoming songs or read words.","showQueue and showLyrics are mutually exclusive: setting one true closes the other via didSet. The PlayerBar queue and lyrics buttons toggle these (red when active). queueDisplayMode (.popup vs .sidepanel) is toggled by toggleQueueDisplayMode(), persisted to UserDefaults (boombox.queue.displayMode) and restored at launch. In Focus/Compact presentation, the sidebar overlay shows LyricsView when showLyrics, else QueueSidePanelView or QueueView depending on queueDisplayMode, with a move+opacity transition. The menu-bar player has its own inline expand/collapse Show/Hide Queue toggle (isQueueExpanded) independent of showQueue.","Queue/Lyrics buttons in PlayerBar, CompactPlayerActionRow, NowPlayingFocusActions; Playback menu Show/Hide Lyrics; MenuBar Show/Hide Queue","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Lyrics content/loading is owned by LyricsView (separate domain); this story covers the toggle wiring."
"PLAY-14","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Now Playing sidebar panel","As a listener, I want a now-playing artwork panel in the sidebar so that I can see and act on the current track.","NowPlayingSidebarPanel shows large artwork (or a quaternary cassette-icon placeholder when no track), title, and artist on a glass card. Hovering the artwork reveals a centered play/pause button (only when a track exists) plus Focus and Hide actions: Focus switches playerPresentationMode to .focus (disabled when no track); Hide sets showSidebarNowPlayingPanel=false. The title is a button opening the album when the track has a navigable album id (Go to Album); the subtitle is a button opening the first navigable artist (Go to Artist); otherwise they render as plain text. The PlayerBar's leading chevron button toggles showSidebarNowPlayingPanel, with chevron direction adapting to sidebar collapse state (up/down when collapsed, left/right when expanded). When the sidebar is collapsed, a floating copy of the panel is rendered at the bottom-leading and only hit-tests when shown.","Sidebar now-playing card; PlayerBar chevron toggle; hover actions on artwork","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/NowPlayingSidebarPanel.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MainWindow.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Empty state strings: 'Nothing Playing' / 'Choose something to play'."
"PLAY-15","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Focus Player (full-window presentation)","As a listener, I want a full-window now-playing view so that I can immerse in the current track.","Selecting Focus switches playerPresentationMode to .focus, hiding the window toolbar and rendering FocusPlayerView: an accent background derived from the high-quality artwork URL plus a regular-material overlay, large artwork beside a detail column (large-title title block, progress/seek slider, large transport controls, and Like/Lyrics/Queue focus actions). A trailing overlay shows lyrics or the queue when toggled. An exit button (top-trailing) plus the Escape key and an Escape keyboard shortcut return to .standard. The window adopts presentation chrome (hidden title, transparent titlebar, full-size content) via PlayerPresentationWindowCoordinator and restores it on exit. The Focus menu item / shortcut is disabled when there is no current track.","Sidebar Focus button; Playback menu 'Focus Player' (+shortcut); AppDelegate notification toggle","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Models/PlayerPresentationMode.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/PlayerPresentationWindowCoordinator.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Focus does not resize the window to a fixed frame; it only changes chrome (unlike compact)."
"PLAY-16","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Small (Compact) Player (resized same-window presentation)","As a listener, I want a compact mini player window so that the app takes minimal space while playing.","Selecting Small Player switches to .compact, hiding the toolbar and rendering CompactPlayerView (accent background + material, centered artwork, title block, progress slider, regular transport, action row of Like/Lyrics/Queue/Output, and a mute+volume control). PlayerPresentationWindowCoordinator captures the standard frame/min sizes and chrome, then animates the window to a centered 420x640 frame (min 360x540) with presentation chrome; exiting restores the original frame, min sizes, and chrome. A back button (top-trailing) returns to .standard. The compact menu/shortcut stays enabled when already in compact even with no track (so the user can exit), but is disabled when no track and not already compact. Transitions are generation-guarded so rapid mode switches don't apply stale frames.","Playback menu 'Small Player' (+shortcut); back button; AppDelegate notification toggle","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/PlayerPresentationWindowCoordinator.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/KasetApp.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","compactFrame centers on the stored standard frame's midpoint."
"PLAY-17","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Menu bar mini player","As a listener, I want a menu-bar popover player so that I can control playback without the main window.","When the menu-bar item is enabled, MenuBarController installs an NSStatusItem (radio.fill template icon). Clicking it toggles a transient NSPopover hosting MenuBarPlayerView: artwork (or cassette placeholder + 'Boombox'/'Nothing Playing'), audio-output menu, an Open Boombox button (macwindow) that activates and fronts the main window, a scrubber, transport (shuffle/prev/play/next/repeat, disabled when no track and no pending video), a volume row, a footer with Like and a Show/Hide Queue toggle that expands an inline queue list (capped ~6 rows; 'Queue is empty' when empty; current row highlighted red with a speaker icon and plays on tap via playFromQueue). A global event monitor dismisses on outside click; a local scroll monitor turns scroll-anywhere-in-popover into volume changes (0.01 sensitivity) with boundary haptics. A global hotkey can toggle the popover (only while the menu-bar item is enabled). The popover resizes to its intrinsic content as the queue expands.","Menu-bar status item click; global hotkey; Open Boombox button; queue rows; scroll-to-adjust volume","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/MenuBarController.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MenuBarPlayerView.swift","P1","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F002(low): MenuBar queue list uses unstable `id: \.offset` identity (the repo's own documented anti-pattern); F033(low): MenuBarController popover event/scroll monitors leak when the transient popover auto-closes","low","Fixed (merged)","Audio-output selection from the menu sets the system default output and gives success/error haptics."
"PLAY-18","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Audio output device picker (system output switching)","As a listener, I want to choose the speaker/headphones so that audio plays where I want.","The PlayerBar audio-output button opens a popover listing live output devices (AudioOutputDeviceInfo.availableOutputDevices filters to devices with output channels that are alive, sorted by name). Selecting a selectable device calls setDefaultOutput (sets both default output and system output), with a checkmark on the active selectable device and success haptic; failure shows 'Could not switch to <name>.' and an error haptic. A Refresh button re-enumerates. The button icon reflects the current default output (AirPods/AirPlay/headphones/speaker) and tints red when the output is AirPods or AirPlay is connected. When no devices are reported, a 'No Output Devices' empty state is shown. A background loop refreshes the current output every 5 seconds (and available list while the picker is open). The menu-bar player exposes the same picker as a Menu with a Refresh Devices item and a 'No Output Devices' placeholder.","Audio-output button in PlayerBar (popover); audio-output menu in MenuBarPlayerView; Output button in CompactPlayerActionRow (AirPlay picker)","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Utilities/AudioOutputDeviceInfo.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MenuBarPlayerView.swift","P2","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F002(low): MenuBar queue list uses unstable `id: \.offset` identity (the repo's own documented anti-pattern)","low","Fixed (merged)","AirPods detection excludes Beats and falls back to Apple-manufacturer Bluetooth; transport labels map common CoreAudio transport types."
"PLAY-19","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","AirPlay picker & connection status","As a listener, I want to send audio to AirPlay so that I can play to wireless targets.","showAirPlayPicker() marks airPlayWasRequested=true and invokes SingletonPlayerWebView.shared.showAirPlayPicker() (native picker). updateAirPlayStatus(isConnected:wasRequested:) updates isAirPlayConnected (and persists airPlayWasRequested across track changes). The compact player Output action button calls showAirPlayPicker and renders active (red) when isAirPlayConnected; the PlayerBar audio-output button also tints active when AirPlay is connected. Output controls are disabled in compact mode when there is no current track.","Output (airplayaudio) button in CompactPlayerActionRow; AirPlay-connected styling in PlayerBar","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","AirPlay routing itself happens in the WebView/media session; this story covers the surfaced trigger and status."
"PLAY-20","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Playback error state with retry","As a listener, I want a clear error with a retry option so that I can recover from failed playback.","When state == .error(message), the PlayerBar center section shows a warning triangle (orange), the error message (single line, secondary), and a 'Retry' capsule button that re-invokes play(song:) for the current track. This replaces the track-info/seek view. (The error case is a defined PlaybackState though most surfaces only branch on isPlaying.)","PlayerBar center section when state is .error","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Retry no-ops if currentTrack is nil."
"PLAY-21","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Track metadata, artwork, and queue enrichment","As a listener, I want complete song info and artwork to fill in automatically so that the player never looks empty.","fetchSongMetadata(videoId:) calls YTMusicClient.getSong, then (if still the same track and same active account) merges full metadata into currentTrack while preserving better WebView-provided title/artists and existing album/thumbnail, updates like/library/feedback-token state, syncs known like status to SongLikeStatusManager, and enriches the matching queue entry only when it is missing artists/title/thumbnail (preserving album/duration/thumbnail). A background enrichment service runs every 30s, finds queue songs needing data (empty/Unknown artists, Loading.../empty title, or missing thumbnail), fetches and merges them one at a time with a 100ms inter-request delay, and persists. Missing artwork falls back to a quaternary cassette-icon placeholder across all surfaces; empty artist shows 'Unknown Artist'.","Automatic on play / queue advance / periodic background task","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Library.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Queue.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Album info is preserved because SongMetadataParser from the next endpoint hard-codes album: nil, which would otherwise break Go-to-album/artist links."
"PLAY-22","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Playback session persistence & restoration","As a listener, I want my queue and position restored on relaunch so that I can pick up where I left off.","saveQueueForPersistence() encodes a PersistedPlaybackSession (queue, clamped index, currentVideoId, clamped progress, resolved duration) to UserDefaults (plus legacy queue/index keys); an empty queue clears all saved keys. It is called after every queue mutation and on applicationWillTerminate. At launch (applicationDidFinishLaunching) restoreQueueFromPersistence() decodes the session (or falls back to legacy keys), resolves the index by matching the saved videoId, and calls applyRestoredPlaybackSession which loads the track in a paused, resume-ready state: pendingPlayVideoId set, isPendingRestoredLoadDeferred=true, pendingRestoredSeek=clamped progress, state=.paused, and seeds like/library status (fetching metadata to correct it). The hidden WebView stays inert (PersistentPlayerView only auto-loads when shouldAutoloadPendingVideo). On first user resume, beginRestoredPlaybackLoad loads the video and the reconcile logic seeks to the saved position (1.5s tolerance) before optionally auto-resuming. UI-test mode skips persistence.","App launch / quit; first user resume after relaunch","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Queue.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+PlaybackRestoration.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/AppDelegate.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Saved session has no expiry; kept until overwritten or cleared (clearSavedQueue)."
"PLAY-23","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","WebView observer sync & queue-order enforcement","As a listener, I want Boombox's queue order to win over YouTube's autoplay so that playback follows my queue exactly.","updatePlaybackState (from the hidden WebView) updates progress/duration and flips state between playing/paused, flagging songNearingEnd within the last 2s. updateTrackMetadata reconciles observed title/artist/videoId against the intended queue track through layered handlers: suppress unexpected autoplay after the native queue ended (pause + keep queue song visible); confirm Kaset-initiated playback or re-play the intended track if YouTube loaded a different one (forced full-page reload); on near-end track changes, advance to the expected next index, override YouTube autoplay with next(), or re-assert the current track for repeat-one; handle queue drift by realigning currentIndex to the observed in-queue song or re-playing the intended track; and a final repeat-one safety net (throttled to 450ms). handleTrackEnded advances the native queue, ignores stale/duplicate ended events (except repeat-all wraparound), replays for repeat-one, or pauses and suppresses autoplay at the true end of the queue. While restoring, observer updates route through the reconcile-restored path instead.","Automatic, driven by the hidden SingletonPlayerWebView observer bridge","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+WebQueueSync.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+PlaybackRestoration.swift","P0","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F003(low): Untracked reconciliation Tasks in WebQueueSync can double-act (advance + re-play) across consecutive STATE_UPDATEs, desyncing the queue","low","Fixed (merged)","This is the core engine that keeps the native queue authoritative against YouTube's DRM WebView autoplay; incomplete WebView metadata is tolerated by keeping queue metadata visible."
"PLAY-24","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Media keys / remote command center & now-playing system integration","As a listener, I want hardware media keys and Control Center to control Boombox so that playback responds system-wide.","NowPlayingManager.configure(playerService:) (called once from MainWindow) registers MPRemoteCommandCenter handlers (removing prior targets to avoid duplicates): play->resume, pause->pause, togglePlayPause->playPause, nextTrack->next, previousTrack->previous, and changePlaybackPosition->seek(to:). It also syncs the media-control style setting to the WebView (next/previous vs seek style) and re-syncs whenever SettingsManager.mediaControlStyle changes via observation tracking. Now-playing info display itself is handled natively by the WKWebView media session.","System media keys, Control Center, AirPods/headset controls; Settings media-control style","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/NowPlayingManager.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","configure() is idempotent; subsequent calls are ignored once configured."
"PLAY-25","Playback engine & player surfaces (bar, mini, menubar, now-playing sidebar, presentation modes)","Sleep/wake handling & stop","As a listener, I want playback to pause on sleep and have a clean stop so that audio behaves predictably.","On NSWorkspace.willSleepNotification the AppDelegate records whether audio was playing and pauses the WebView if so; on didWakeNotification it logs the wake but intentionally does NOT auto-resume (to avoid surprising the user). stop() pauses the WebView (pauseVideo()), resets state to .idle, clears songNearingEnd/isKasetInitiatedPlayback/autoplay-suppression flags, nils currentTrack, and zeroes progress and duration.","System sleep/wake; service stop() API","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/AppDelegate.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","wasPlayingBeforeSleep is tracked but only logged on wake."
"QUE-01","Queue & radio","Open/close queue panel","As a listener, I want to toggle the Up Next queue panel open and closed so that I can see and manage what plays next.","Tapping the Queue button (list.bullet icon in compact/focus player chrome and PlayerBar) calls HapticService.toggle() and flips playerService.showQueue with AppAnimation.standard. The icon swaps to list.bullet.rectangle.fill and turns red while active; accessibilityValue reports 'Showing'/'Hidden'. The button is disabled when currentTrack == nil. showQueue is mutually exclusive with showLyrics: setting showQueue=true sets showLyrics=false (didSet observers). When showQueue is true the right sidebar overlay renders either QueueSidePanelView or QueueView depending on queueDisplayMode, transitioning in from the trailing edge with move+opacity. Pressing Escape (hidden zero-opacity button, no modifiers) closes the panel with a 0.25s easeInOut animation.","Queue button in player chrome / PlayerBar; Escape key","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerBar.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MainWindow.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P0","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F024(medium): Global PlayerBar key shortcuts (Space, ⌘←/→/↑/↓) can intercept text editing in the Search field","medium","Fixed (merged)","Escape closes both lyrics and queue if showing. Button disabled with no current track."
"QUE-02","Queue & radio","View queue (empty + populated states)","As a listener, I want to see the songs queued to play with the current track highlighted so that I know what is playing and what is coming up.","In popup mode (QueueView), the panel has an 'Up Next' header and renders rows in a ScrollView/LazyVStack keyed by videoId. Each row shows leading indicator (animated 3-bar waveform in red for the current track when playing, tertiary when paused; otherwise the 1-based track number), a 40x40 thumbnail, title (semibold red for current track, otherwise primary), artist (or 'Unknown Artist' when artistsDisplay is empty), and duration formatted as m:ss (hidden when duration is nil). The current row has a red 0.1-opacity background; hovered rows get a 0.05 primary-opacity background. When queue.isEmpty, an empty state shows a list.bullet icon, 'No Queue' headline, and 'Play songs from a playlist or album to build your queue.'","Queue panel content area","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/QueueView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/QueueSidePanelView.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Side panel header also shows a live '<n> songs' count."
"QUE-03","Queue & radio","Switch queue display mode (popup vs side panel)","As a listener, I want to switch the queue between a compact popup and a full-width editable side panel so that I can reorder and manage tracks more easily.","In the popup (QueueView) header, an 'Edit' button (square.and.pencil, help 'Open queue in side panel') calls toggleQueueDisplayMode(), switching queueDisplayMode .popup -> .sidepanel and persisting it to UserDefaults key 'boombox.queue.displayMode'. The side panel header shows a 'Done' button (checkmark, help 'Close side panel') that toggles back to .popup. The chosen mode persists across launches (restored in init). queueDisplayMode is read by PlayerPresentationSidebarOverlay and MainWindow to choose between QueueSidePanelView and QueueView.","'Edit' button (popup header) / 'Done' button (side panel header)","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/QueueView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/QueueSidePanelView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Models/QueueDisplayMode.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Mode persisted; QueueDisplayMode is Codable with displayName/description."
"QUE-04","Queue & radio","Play a song from the queue","As a listener, I want to tap any song in the queue to jump to and play it so that I can skip around the queue.","Tapping a row (onTapGesture in popup, click gesture / selection in side panel via tableViewSelectionDidChange) calls playFromQueue(at: index). That guards 0 <= index < queue.count, clears the forward-skip navigation stack, sets currentIndex = index, plays the song at that index, then calls fetchMoreMixSongsIfNeeded() (infinite mix top-up) and saveQueueForPersistence(). In the side panel, selecting a row immediately deselects it (selectionHighlightStyle .none, allowsEmptySelection). Clicking the title/artist labels navigates instead of playing when those destinations are navigable (see QUE-12).","Tap/click on a queue row","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/QueueView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/QueueSidePanelView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/QueueTableCellView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+Queue.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
